country,port,berth,cargo_category,cargo_type,max_draft,max_loa,max_beam
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,12.34,178.8,34.3
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,13.31,308.3,29.7
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,10.63,233.1,40.8
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,6.88,211.6,28.4
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Copra,4.7,124.5,22.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.56,212.4,25.9
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.85,226.7,46.8
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,14.77,184.3,42.3
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,8.65,176,31
Mozambique,Port of Pemba,Main Pier,Dry Bulk,General Cargo,7.38,105.5,20.5
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,8.38,266.7,34.8
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.29,278.2,39.2
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,12.01,181,42.9
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,13.6,266.5,39.9
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.26,301.2,38.8
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,16.06,273.4,33.1
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,8.66,131.7,22.4
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Coal,13.44,185.2,39.2
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Bulk Grain,13.16,190.4,38.7
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,13.48,173,39.3
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,10.25,263.6,45.4
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,11.96,245.7,30.2
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,11.13,228.1,37.4
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,9.03,169.7,29
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.43,242.9,33.9
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,14.6,212.2,40.1
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,7.02,236,28.3
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,10.65,199.5,37.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,9.77,182.6,26.7
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Metals,14.26,288.8,34.1
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,14.44,206.2,35.9
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,9.96,201,32.1
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,12.94,198.5,39.8
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,14.31,322.6,44.4
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,12.81,187.1,30.9
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,13.93,220.1,44.5
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,13.9,272.1,50.3
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,10.49,228.2,30
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,7.89,154.7,23.6
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,13.74,355.1,48.8
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,15.89,239.3,40.6
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,11.96,183.8,33
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,9.29,233.8,34.5
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.83,141,24.2
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,12.91,267.2,39.2
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.11,233.7,34.9
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Timber,8.05,244.3,39.5
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,12.16,233.2,36.7
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,10.5,271.9,35.4
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,9.56,215.3,24.4
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,13.99,237.9,43.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,12.62,350.3,34.7
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Minerals,11.86,195.3,32.6
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,11.01,228.7,42.2
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,12.53,202.9,41.4
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,13.35,229.8,38
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,11.98,252,32.3
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,12.72,234.5,44
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,12.53,186.2,28.3
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Cars,9.63,216.5,44.7
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,8.34,99.9,24.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.39,239.5,20.8
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,11.67,214.7,44.3
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Coal,13.91,235.1,36.1
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,Live Cattle,11.12,251.4,27.3
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,12.2,177.9,31.2
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,13.26,273.1,47.8
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,5.86,106.5,24.5
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Fish,5.66,122.4,18.4
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,10.54,186.3,32.3
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,10,164.1,24
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,8.97,213,26.6
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,14.52,287.4,39.7
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Petroleum,9.59,227.3,34.8
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.66,284.9,44.6
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,6.07,125.4,20.7
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,13.63,356.1,50.9
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,General Cargo,13.63,184.6,39.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,8.59,283.9,33.8
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,12.46,327.2,41.1
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,17.07,198.4,58
Mozambique,Port of Pemba,Main Pier,Dry Bulk,General Cargo,6.51,160.8,24.9
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,13.4,325.1,43.1
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,5.58,100.2,18.5
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,9.98,221.4,29.4
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,10.56,261.4,43.8
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,9.78,235.8,33.2
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,11.15,227.8,33.5
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,13.52,146,24.7
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,16.92,258.7,49.3
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,13.25,181.7,42.4
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,12.23,314,36.2
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.82,359.9,46.6
Mozambique,Port of Pemba,Main Pier,Dry Bulk,General Cargo,5.75,152.5,21.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,9.53,150.5,30
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,12.39,284.1,46.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,8.51,195.7,36.4
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,9.22,154.6,34.7
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,General Cargo,11.79,236.8,40.5
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,14.51,274,39.4
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,13.66,180.6,31.7
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.51,185.7,47.5
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,7.33,141.4,27
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,9.72,320.7,32.6
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,9.97,218.3,26.5
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,12.58,176.6,40.1
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,9.13,291.4,31.8
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,13.09,255.2,31.3
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,11.37,229.9,40.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,12.15,227.1,30.2
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Manganese,13.62,274.1,54.9
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,9.1,197,40.5
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.31,250.1,47.5
Indonesia,Port of Belawan,Container Terminal ODT / General Berths,Dry Bulk,Rubber,9.67,197,34.1
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,10.56,278.2,40.6
Australia,Port of Sydney / Port Botany,Brotherson Dock B1-B5 / Bulk Liquids Berth,Liquid Bulk,Chemicals,13.35,240,49.8
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,6.94,196.5,22.2
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,15.72,227.8,36.8
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,9.17,200.4,30.5
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,13.37,270.6,31.1
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,8.88,293.7,41
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,16.42,287.6,38.3
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,9.62,137.3,29.3
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,11.74,326.9,39.1
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.17,207.3,42.2
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,10.32,287.3,37.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Coal,10.31,214.6,29
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.28,200.7,50
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,14.11,307.2,48.5
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Petroleum Products,12.69,238.3,42.2
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,9,155.6,27.2
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.26,202.4,21.3
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,11.66,383.8,56
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Timber,13.31,258.4,29.5
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,9.46,258.4,32.2
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.43,179.7,45.7
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,12.47,226.4,35.6
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,11.23,191.4,33.9
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,14.27,168,37.5
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,8.32,192.8,31.4
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Vehicles,10.08,177.9,31.4
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,Grain,9.85,167.9,43.6
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,9.8,203.4,24.1
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,8.86,262,33.3
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,11.79,311.9,48.1
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,10.16,301.9,45.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.3,324.5,38.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Cotton,8.04,171.8,28.9
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,13.32,240.3,45.4
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,13.36,328.1,40.1
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Sugar,13.41,172.9,34.7
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,13.63,305.4,45.3
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,General Cargo,8.98,217.2,32.5
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,15.08,258.5,33.2
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Tobacco,7.47,135,25.8
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,5.87,165.3,22.8
United States,Port of Long Beach,Pier T / Pier G / Pier E,Liquid Bulk,Petroleum,11.73,260.1,46.4
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,11.94,242.8,47.1
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Steel,11.5,286.3,36.1
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,12.98,306.1,57.3
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,13.44,313.9,50
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,9.38,323.1,40.3
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,13.54,334.3,46.8
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,10.82,262.2,32.7
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Dry Bulk,General Cargo,14,293.5,38.8
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.63,118.8,18.7
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.91,277.6,32.3
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Coal,11.46,275.1,39.2
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,9.65,271.4,33.9
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,11.61,185.4,34.1
United States,Port of Long Beach,Pier T / Pier G / Pier E,Dry Bulk,Steel Products,10.91,232.9,55.1
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Coal,11.28,172.5,29.7
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,9.53,245.4,32
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Fertilizers,13.81,231.2,29.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Lumber,12.2,295.8,34.2
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Liquid Bulk,Crude Oil,10.41,250.2,47.6
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Agricultural Produce,6.07,110.1,22.3
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Liquid Bulk,Crude Oil,15.44,249.2,49
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Liquid Bulk,Petrochemicals,12.51,233.5,38.5
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Iron Ore,13.45,189.9,42.5
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.4,203.7,38.8
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,12.38,264.8,57.1
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,10.71,145.6,34.4
Russia,Port of Primorsk,Oil Loading Pier Berths 1-6,Liquid Bulk,Crude Oil,13.09,257.6,35.8
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,9.04,136.4,24
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,7.64,199.9,24.5
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,Timber,7.92,132.6,25.3
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,19.7,310.4,47.5
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,7.33,134.6,24.7
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,11.55,206.9,30.9
Indonesia,Port of Tanjung Priok,JICT - Jakarta International Container Terminal,Dry Bulk,General Cargo,13.27,326.3,36.4
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Cars,10.71,239.7,44.9
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Wood,9.56,206.2,21.1
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,General Cargo,7.24,150.6,21.6
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,10.47,237.3,30.4
Indonesia,Port of Makassar,Soekarno-Hatta Terminal,Dry Bulk,Inter-island Freight,6.75,172.5,26.2
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,12.63,262.8,39.6
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Metals,13.94,210.4,32.1
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,10.7,288.8,47.3
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,10.7,273.2,37
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Timber,4.38,84.2,18.9
Mozambique,Port of Beira,Berths 1-10,Dry Bulk,General Cargo,8.19,218.4,25.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,14.12,307,48.8
Russia,Port of Vladivostok,Commercial Sea Port Berths,Dry Bulk,Metals,11.43,266.7,26
Australia,Port of Melbourne,Swanson Dock / Webb Dock / Appleton Dock,Dry Bulk,Breakbulk,12.64,228.3,48.6
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.75,169.7,18.1
Russia,Port of Vostochny,VSC Container Terminal / Coal Terminal,Dry Bulk,Potash,13.83,183.1,34
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,9.71,275.1,35.6
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Metals,12.28,265.7,36.9
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,10.13,241,33
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,6.27,103,19.6
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,10.36,145.2,24.4
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,General Cargo,13.42,213.1,29.2
Mozambique,Port of Nacala,General Cargo & Container Pier,Dry Bulk,Cement,12.21,171.7,26.2
Russia,Port of Murmansk,Commercial Port / Coal Pier,Dry Bulk,Apatite Concentrate,12.7,297.1,35.1
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Steel,9.51,330.9,40.7
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,12.65,324.1,46.6
Russia,Port of Saint Petersburg,Container Terminal Saint Petersburg / Lesnoy Mol,Dry Bulk,Refrigerated Cargo,10.83,296.8,28.6
Australia,Port of Darwin,East Arm Wharf / Fort Hill Wharf,Dry Bulk,General Cargo,11.05,287.1,37.2
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Grain,12.72,280.7,32.2
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,12.78,279.2,46.4
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,9.45,195.6,40.1
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,9.79,194.6,31.8
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Livestock,12.76,201.3,32.8
Australia,Port of Brisbane,Fisherman Islands Berths 1-10,Liquid Bulk,Oil,13.21,242.1,35.4
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,10.79,287.5,40.9
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,14.8,230.6,33.5
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Forest Products,13.22,246.7,34.2
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,11.52,250.3,41.2
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,13.34,297.3,39.4
Mozambique,Port of Maputo,Matola Coal Terminal / Container Terminal,Dry Bulk,Magnetite,9.51,166.2,26.1
Mozambique,Port of Pemba,Main Pier,Dry Bulk,Timber,7.06,110.7,18.6
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,8.57,198.8,29.2
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Liquid Bulk,Crude Oil,11.66,227.3,40.7
Australia,Fremantle Port,Inner Harbour Berths 1-10,Dry Bulk,Breakbulk,11.11,279.9,36.7
Mozambique,Port of Quelimane,Coastal Wharf,Dry Bulk,Copra,4.34,142.7,19
United States,Port of Los Angeles,Pier 400 / APM Terminals / YTI,Dry Bulk,Dry Bulk,11.5,384.6,56.7
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Furniture,9.09,188.3,27.7
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Fertilizers,11.46,264.4,42.6
United States,Port of Houston,Barbours Cut / Bayport Container Terminal,Dry Bulk,Steel,9.35,314.8,30.3
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,Grain,13.4,264.7,32.1
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,14.59,206.3,42.6
Australia,Port of Adelaide,Inner Harbor / Outer Harbor Berths,Dry Bulk,General Cargo,9.4,179.1,40.7
Indonesia,Port of Tanjung Perak,Terminal Petikemas Surabaya - TPS,Dry Bulk,Domestic General Cargo,8.44,227.4,36.4
Australia,Port Hedland,Utah Point / BHP Berths,Dry Bulk,Spodumene,16.27,224.9,42.3
Australia,Port of Newcastle,Carrington & Kooragang Berths,Dry Bulk,Alumina,15.09,171.6,43.6
Russia,Port of Novorossiysk,Shesex Terminal / NUTEP Container Terminal,Dry Bulk,Metals,10.03,256.1,32
Russia,Port of Ust-Luga,Multi-Purpose Cargo Terminal / Oil Terminal,Dry Bulk,Fertilizers,12.05,241.2,49.9
United States,Port of Savannah,Garden City Terminal / Ocean Terminal,Dry Bulk,Heavy Machinery,11.11,287.3,42.1
Indonesia,Port of Tanjung Emas,Semarang Container Terminal - TPJS,Dry Bulk,Textiles,7.02,132,26.4
United States,Port of New York and New Jersey,APM / Maher / Port Newark Container Terminal,Dry Bulk,Project Cargo,12.64,285.5,33.8
