cargo_category,cargo_type,vessel_type,min_dwt,max_dwt,draft,loa,beam
Liquid Bulk,Fuel Oil,Aframax,82488,101454,14.1,244.2,42.9
Dry Bulk,Cement,Capesize,184790,185290,16.3,292.9,43.4
Dry Bulk,Iron Ore,Supramax,53885,54385,11.0,193.3,32.9
Dry Bulk,Coal,Handysize,25577,26077,7.0,176.1,31.3
Liquid Bulk,Vegetable Oil,Aframax,95459,103685,13.6,255.7,42.3
Dry Bulk,Fertilizer,Panamax,83384,95904,13.2,223.4,31.7
Liquid Bulk,Vegetable Oil,Aframax,85266,104248,13.7,240.7,42.8
Liquid Bulk,Crude Oil,LR1 Tanker,74052,75551,12.9,227.7,35.4
Liquid Bulk,Chemicals,Aframax,92239,92739,14.0,241.9,42.1
Dry Bulk,Grain,Panamax,91428,101496,12.2,231.3,35.2
Dry Bulk,Fertilizer,Supramax,53159,60875,10.9,196.4,33.7
Dry Bulk,Iron Ore,Capesize,104430,198487,16.4,301.3,45.9
Dry Bulk,Clinker,Handysize,22901,28516,7.4,174.0,30.6
Liquid Bulk,Gasoline,Suezmax,187078,187578,16.2,264.0,46.2
Liquid Bulk,Crude Oil,Suezmax,214699,215199,16.3,268.7,48.9
Liquid Bulk,Diesel,Aframax,89942,98935,14.5,234.3,43.7
Dry Bulk,Fertilizer,Panamax,49116,89367,11.5,230.2,30.9
Bulk Gases,Ethylene,LPG Carrier,38850,53099,10.9,197.1,28.8
Dry Bulk,Steel Products,Panamax,92272,92772,12.4,232.2,30.0
Dry Bulk,Coal,Panamax,94120,94620,12.3,235.8,33.5
Liquid Bulk,Fuel Oil,Suezmax,137761,174410,16.5,276.5,45.6
Liquid Bulk,Crude Oil,MR Tanker,38426,53108,11.2,182.3,32.4
Bulk Gases,Propane,LNG Carrier,142009,142509,11.9,293.1,46.4
Dry Bulk,Salt,Handysize,22962,34365,7.1,183.1,31.5
Dry Bulk,Steel Products,Supramax,50138,57582,10.9,210.8,33.7
Dry Bulk,Iron Ore,Supramax,43617,57063,10.4,205.7,32.2
Dry Bulk,Iron Ore,Capesize,147367,165264,16.8,294.2,45.2
Dry Bulk,Cement,Handysize,23505,34443,7.8,188.8,30.5
Dry Bulk,Cement,Panamax,77353,89678,12.9,227.7,33.9
Liquid Bulk,Crude Oil,LR1 Tanker,83889,84389,13.5,223.0,33.8
Bulk Gases,Ammonia,LPG Carrier,31073,47809,10.0,188.0,30.6
Liquid Bulk,Crude Oil,MR Tanker,41362,52526,11.1,181.3,30.3
Dry Bulk,Iron Ore,Capesize,82843,139681,16.6,295.8,42.9
Liquid Bulk,Petroleum Products,MR Tanker,38448,48130,10.8,168.7,31.6
Liquid Bulk,Vegetable Oil,Suezmax,138762,176720,17.6,271.1,48.8
Dry Bulk,Steel Products,Handysize,22223,33853,7.3,188.3,29.5
Dry Bulk,Fertilizer,Handysize,34360,34860,7.3,184.6,30.0
Dry Bulk,Grain,Handysize,31572,42751,6.9,182.6,30.9
Dry Bulk,Bauxite,Supramax,42645,43145,9.8,198.9,34.0
Bulk Gases,LNG,LPG Carrier,37952,56751,9.7,166.9,29.1
Dry Bulk,Salt,Capesize,107098,193345,16.1,293.5,46.5
Liquid Bulk,Diesel,Aframax,80066,110952,14.0,245.6,45.9
Dry Bulk,Cement,Supramax,51474,58376,10.5,197.3,32.3
Dry Bulk,Fertilizer,Handysize,32967,39265,8.3,187.4,29.9
Dry Bulk,Iron Ore,Panamax,85008,120655,12.7,232.6,31.8
Liquid Bulk,Gasoline,Suezmax,137900,191202,16.5,281.3,48.9
Bulk Gases,Propane,Gas Carrier,41070,41570,9.2,174.7,27.2
Dry Bulk,Cement,Panamax,91752,92252,13.3,228.5,31.4
Liquid Bulk,Petroleum Products,Aframax,81176,110353,14.5,251.3,41.9
Bulk Gases,Butane,LPG Carrier,23151,46584,10.2,188.6,31.0
Dry Bulk,Steel Products,Capesize,126690,170337,15.7,294.5,43.3
Dry Bulk,Steel Products,Capesize,194335,194835,15.8,294.0,45.5
Dry Bulk,Coal,Panamax,91408,96518,12.4,237.5,31.6
Dry Bulk,Grain,Handysize,12447,33112,7.8,174.6,29.6
Liquid Bulk,Fuel Oil,LR1 Tanker,65912,72311,12.4,231.4,36.1
Dry Bulk,Bauxite,Capesize,163073,183003,15.8,291.0,44.0
Dry Bulk,Cement,Handysize,22329,36215,6.6,191.8,31.2
Dry Bulk,Grain,Supramax,50384,53461,10.8,194.0,33.1
Dry Bulk,Fertilizer,Handysize,5039,24459,7.3,185.0,30.6
Dry Bulk,Iron Ore,Supramax,47634,55130,10.2,194.0,33.1
Liquid Bulk,Petroleum Products,Aframax,105500,110276,14.4,256.0,42.3
Liquid Bulk,Petroleum Products,Aframax,93435,117713,13.2,238.0,42.0
Dry Bulk,Cement,Handysize,24333,38640,7.4,181.1,29.6
Dry Bulk,Clinker,Panamax,82856,83356,12.3,228.1,30.9
Dry Bulk,Bauxite,Capesize,185744,190345,16.0,297.0,43.4
Liquid Bulk,Petroleum Products,LR1 Tanker,64638,65138,12.5,238.4,35.3
Dry Bulk,Fertilizer,Capesize,153555,164945,15.9,285.8,46.2
Dry Bulk,Fertilizer,Supramax,50914,57282,10.3,212.0,30.1
Liquid Bulk,Diesel,Aframax,101934,108624,14.1,243.2,40.1
Dry Bulk,Grain,Supramax,43361,62521,10.2,201.7,31.8
Bulk Gases,LPG,LNG Carrier,109533,141426,11.4,300.2,48.8
Dry Bulk,Fertilizer,Panamax,94112,94612,13.7,244.3,32.0
Dry Bulk,Salt,Supramax,53692,61393,11.0,200.6,32.8
Liquid Bulk,Chemicals,LR1 Tanker,62467,69144,12.7,229.5,37.2
Dry Bulk,Steel Products,Capesize,140349,172458,16.0,284.5,45.4
Bulk Gases,LPG,LNG Carrier,79509,106069,11.6,292.4,46.5
Dry Bulk,Clinker,Panamax,60311,81799,12.4,225.6,32.3
Liquid Bulk,Chemicals,MR Tanker,46044,46544,10.9,173.3,32.2
Liquid Bulk,Gasoline,Aframax,109676,110176,14.5,236.4,41.7
Bulk Gases,Ethylene,Gas Carrier,13885,19220,9.0,162.1,26.3
Bulk Gases,Ethylene,Gas Carrier,33117,33617,9.8,159.7,29.1
Dry Bulk,Steel Products,Capesize,129352,210751,16.3,299.8,44.3
Dry Bulk,Iron Ore,Panamax,66174,81549,12.3,226.0,32.3
Bulk Gases,Propane,LPG Carrier,39413,52724,10.4,166.6,28.7
Dry Bulk,Iron Ore,Panamax,70162,100134,12.0,236.8,32.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,67410,72720,12.8,246.8,34.6
Dry Bulk,Salt,Supramax,39483,55509,10.4,209.9,33.4
Dry Bulk,Fertilizer,Supramax,47116,53373,11.4,196.8,31.3
Liquid Bulk,Diesel,Suezmax,193917,194417,16.0,274.7,46.7
Dry Bulk,Bauxite,Supramax,46034,55959,11.0,207.9,32.2
Dry Bulk,Fertilizer,Handysize,29735,46557,7.9,176.7,29.4
Dry Bulk,Iron Ore,Handysize,31534,32034,7.4,177.5,29.3
Dry Bulk,Grain,Supramax,44721,56189,11.1,201.2,33.2
Liquid Bulk,Petroleum Products,Aframax,84677,122939,15.0,242.3,40.8
Dry Bulk,Clinker,Handysize,24156,28851,6.7,173.8,30.2
Bulk Gases,Ethylene,LNG Carrier,171539,193472,12.4,292.7,46.5
Liquid Bulk,Petroleum Products,Aframax,116122,121249,14.1,249.3,41.6
Dry Bulk,Cement,Capesize,181471,183414,16.0,292.9,43.7
Dry Bulk,Coal,Panamax,84871,93226,12.4,231.1,32.5
Dry Bulk,Iron Ore,Handysize,14303,20849,7.8,180.4,28.9
Liquid Bulk,Vegetable Oil,LR1 Tanker,54406,75843,12.4,228.4,34.8
Dry Bulk,Iron Ore,Handysize,3155,34016,7.6,174.2,30.5
Dry Bulk,Fertilizer,Supramax,50981,55719,10.4,214.4,31.4
Dry Bulk,Salt,Capesize,146228,183619,16.1,292.6,43.7
Liquid Bulk,Vegetable Oil,LR1 Tanker,63244,73664,12.9,223.3,35.2
Liquid Bulk,Diesel,MR Tanker,36385,39560,10.6,182.4,32.1
Dry Bulk,Bauxite,Handysize,21385,40332,6.7,177.8,28.9
Liquid Bulk,Diesel,Aframax,100050,113704,14.0,236.3,41.9
Liquid Bulk,Fuel Oil,Aframax,91062,100131,14.1,247.8,41.0
Dry Bulk,Steel Products,Panamax,71507,79496,12.9,236.0,33.4
Dry Bulk,Steel Products,Capesize,199479,199979,15.9,276.6,45.0
Dry Bulk,Fertilizer,Panamax,101648,102148,13.2,225.4,33.6
Dry Bulk,Steel Products,Capesize,136631,180484,15.9,298.4,45.2
Liquid Bulk,Chemicals,MR Tanker,34679,46282,10.6,200.7,32.5
Bulk Gases,LPG,LPG Carrier,44623,45123,9.2,179.3,30.6
Dry Bulk,Cement,Supramax,62426,62926,10.3,195.3,30.9
Dry Bulk,Bauxite,Panamax,89344,93112,12.5,228.6,34.0
Liquid Bulk,Fuel Oil,Aframax,99278,112964,14.9,246.4,41.7
Dry Bulk,Steel Products,Panamax,73530,74030,12.5,234.0,31.0
Dry Bulk,Fertilizer,Supramax,49814,58538,10.9,189.7,32.7
Liquid Bulk,Diesel,Suezmax,178875,179375,15.7,275.8,47.4
Liquid Bulk,Chemicals,Aframax,103524,118508,14.0,250.6,41.9
Liquid Bulk,Gasoline,Suezmax,181063,181563,15.6,267.8,49.4
Bulk Gases,LNG,Gas Carrier,28002,28502,9.9,171.6,27.3
Dry Bulk,Grain,Supramax,46298,57057,10.6,194.1,32.4
Dry Bulk,Steel Products,Supramax,45280,51406,10.0,196.6,29.1
Dry Bulk,Bauxite,Supramax,47198,61224,10.7,193.0,30.9
Dry Bulk,Clinker,Supramax,41764,50734,9.9,197.2,32.6
Dry Bulk,Fertilizer,Handysize,24703,25203,7.3,177.5,28.1
Liquid Bulk,Crude Oil,Suezmax,181344,181844,17.3,275.8,46.8
Dry Bulk,Grain,Panamax,88326,88826,12.1,239.8,32.7
Dry Bulk,Grain,Panamax,64996,104570,12.3,230.8,33.0
Dry Bulk,Fertilizer,Panamax,80558,97016,12.6,217.4,32.4
Dry Bulk,Cement,Handysize,25984,33821,8.2,175.9,28.7
Liquid Bulk,Petroleum Products,Aframax,118653,119153,12.8,248.3,43.8
Dry Bulk,Clinker,Supramax,47893,52911,10.2,182.2,33.0
Dry Bulk,Iron Ore,Supramax,44770,50949,10.9,203.4,30.8
Bulk Gases,Propane,LNG Carrier,118732,175291,12.0,290.1,46.9
Dry Bulk,Fertilizer,Panamax,76240,100448,13.5,223.4,31.5
Liquid Bulk,Gasoline,Suezmax,165423,165923,15.3,284.3,48.4
Liquid Bulk,Vegetable Oil,Suezmax,166718,174634,16.0,281.6,47.3
Dry Bulk,Coal,Handysize,17287,39822,7.2,175.0,31.5
Bulk Gases,Propane,LPG Carrier,47199,55322,9.8,169.7,29.4
Dry Bulk,Clinker,Supramax,48659,52389,10.7,180.9,32.5
Dry Bulk,Clinker,Supramax,41758,61482,10.6,178.2,32.8
Dry Bulk,Steel Products,Capesize,179182,179682,17.0,297.1,45.3
Dry Bulk,Grain,Panamax,73484,83662,12.1,239.7,33.2
Liquid Bulk,Crude Oil,LR1 Tanker,61697,74632,13.7,225.5,35.1
Dry Bulk,Steel Products,Supramax,40414,60057,9.9,193.0,32.8
Dry Bulk,Cement,Panamax,78674,87120,12.4,232.8,31.0
Liquid Bulk,Crude Oil,MR Tanker,39053,44711,11.6,172.6,32.3
Liquid Bulk,Fuel Oil,Aframax,97440,107035,14.2,257.6,42.0
Dry Bulk,Salt,Handysize,22229,26870,7.0,184.8,30.9
Liquid Bulk,Petroleum Products,LR1 Tanker,63246,65057,13.3,244.0,35.5
Liquid Bulk,Crude Oil,MR Tanker,57063,57563,10.5,190.3,31.4
Dry Bulk,Salt,Handysize,31810,39518,7.8,167.2,29.4
Liquid Bulk,Gasoline,Suezmax,168219,172636,16.5,275.3,46.8
Dry Bulk,Salt,Handysize,22105,35112,7.8,176.4,30.0
Dry Bulk,Iron Ore,Capesize,119678,185323,16.8,305.9,43.8
Dry Bulk,Coal,Handysize,22502,23002,7.4,172.4,31.3
Liquid Bulk,Gasoline,LR1 Tanker,47751,69614,12.8,229.8,35.6
Bulk Gases,LPG,LPG Carrier,38558,50296,10.8,185.2,29.7
Dry Bulk,Grain,Handysize,29789,41302,8.0,168.4,31.1
Dry Bulk,Iron Ore,Handysize,32444,36693,7.6,182.1,31.3
Dry Bulk,Iron Ore,Panamax,77716,87472,12.9,230.2,33.4
Dry Bulk,Steel Products,Capesize,150346,212708,15.9,284.5,45.0
Dry Bulk,Grain,Supramax,41605,56301,10.7,204.6,31.0
Dry Bulk,Cement,Supramax,60954,61454,10.5,202.2,31.6
Liquid Bulk,Fuel Oil,LR1 Tanker,65191,78371,12.9,239.0,34.4
Dry Bulk,Steel Products,Capesize,208600,209100,16.2,296.7,43.4
Liquid Bulk,Fuel Oil,MR Tanker,37507,51548,11.0,194.7,32.4
Dry Bulk,Clinker,Capesize,127986,209370,17.2,274.7,44.7
Dry Bulk,Steel Products,Capesize,119432,193884,15.9,302.8,44.6
Liquid Bulk,Chemicals,Aframax,90386,109060,14.1,241.4,42.7
Dry Bulk,Coal,Panamax,62475,92230,13.5,231.7,32.9
Liquid Bulk,Diesel,LR1 Tanker,59437,73119,13.0,244.4,35.2
Bulk Gases,Ammonia,Gas Carrier,38888,39388,10.4,193.3,27.5
Dry Bulk,Salt,Handysize,31233,31733,7.5,176.4,30.9
Dry Bulk,Salt,Panamax,88755,97579,13.0,235.0,31.5
Dry Bulk,Iron Ore,Handysize,20334,41178,7.4,175.8,30.9
Dry Bulk,Salt,Supramax,42612,60597,9.5,198.2,30.9
Dry Bulk,Bauxite,Capesize,185413,185913,15.5,296.6,45.6
Dry Bulk,Steel Products,Panamax,61864,98100,13.0,226.1,32.5
Dry Bulk,Coal,Capesize,150675,180930,15.5,297.3,45.5
Dry Bulk,Grain,Capesize,169182,190505,15.7,288.0,44.7
Dry Bulk,Coal,Capesize,138333,189736,16.1,294.0,42.2
Dry Bulk,Grain,Handysize,27345,27845,8.8,176.0,30.0
Dry Bulk,Salt,Panamax,76510,85307,11.6,226.5,33.2
Liquid Bulk,Diesel,Suezmax,168166,168666,15.8,269.0,47.1
Dry Bulk,Grain,Panamax,68332,89045,12.3,231.8,33.5
Dry Bulk,Clinker,Supramax,50523,57627,10.6,208.3,31.4
Dry Bulk,Grain,Panamax,80945,81445,12.7,227.1,32.8
Dry Bulk,Steel Products,Panamax,79352,103392,12.3,223.0,32.5
Dry Bulk,Coal,Capesize,150777,199403,15.3,297.8,44.1
Dry Bulk,Fertilizer,Handysize,43676,44176,7.5,173.9,28.6
Dry Bulk,Iron Ore,Supramax,51375,57690,11.0,187.6,33.1
Dry Bulk,Clinker,Panamax,59538,86771,12.2,224.6,31.0
Dry Bulk,Bauxite,Supramax,48900,55948,10.6,203.3,30.2
Bulk Gases,Propane,Gas Carrier,25004,37964,9.4,171.4,26.2
Dry Bulk,Coal,Handysize,12954,22879,8.3,173.1,29.9
Bulk Gases,Ethylene,Gas Carrier,19692,33391,9.1,166.9,28.1
Dry Bulk,Salt,Capesize,148617,189457,16.1,301.9,44.7
Dry Bulk,Bauxite,Handysize,4187,40908,7.1,190.9,32.0
Dry Bulk,Coal,Panamax,63723,85100,13.7,234.4,32.6
Dry Bulk,Clinker,Capesize,188937,189437,16.9,297.2,44.6
Dry Bulk,Salt,Supramax,51515,52015,10.5,200.3,32.2
Liquid Bulk,Fuel Oil,LR1 Tanker,57758,68715,12.6,232.2,36.5
Dry Bulk,Salt,Supramax,52807,53307,9.5,202.1,32.7
Dry Bulk,Iron Ore,Handysize,40571,41071,7.8,178.5,30.3
Dry Bulk,Steel Products,Handysize,32789,33289,7.6,167.6,28.2
Bulk Gases,Butane,LNG Carrier,131837,136737,12.4,300.4,46.0
Bulk Gases,LPG,LPG Carrier,33641,34141,10.2,178.0,29.6
Bulk Gases,LNG,LPG Carrier,19494,70805,9.8,167.0,28.7
Bulk Gases,LNG,LPG Carrier,36229,46180,9.5,178.5,29.3
Dry Bulk,Cement,Supramax,52658,55610,11.4,190.5,29.7
Dry Bulk,Iron Ore,Handysize,15009,49053,8.4,191.3,29.4
Bulk Gases,LPG,LNG Carrier,128892,129392,11.5,287.9,47.9
Liquid Bulk,Petroleum Products,MR Tanker,45443,48257,10.8,181.2,32.0
Liquid Bulk,Fuel Oil,LR1 Tanker,61393,75870,12.3,250.6,35.0
Liquid Bulk,Vegetable Oil,LR1 Tanker,55854,71739,13.5,222.5,35.2
Bulk Gases,Ethylene,Gas Carrier,34286,34786,9.7,169.8,27.8
Liquid Bulk,Fuel Oil,LR1 Tanker,56365,75324,12.8,234.3,36.2
Liquid Bulk,Diesel,Aframax,88574,106975,14.2,254.4,44.0
Liquid Bulk,Gasoline,Suezmax,168712,189038,16.3,269.9,48.4
Dry Bulk,Iron Ore,Handysize,7423,20159,8.9,179.8,31.4
Liquid Bulk,Crude Oil,Suezmax,113387,182067,16.7,262.9,46.4
Bulk Gases,Ethylene,Gas Carrier,13818,40426,8.9,167.9,27.6
Bulk Gases,LNG,Gas Carrier,17669,27819,8.6,166.7,28.2
Bulk Gases,LPG,LNG Carrier,123560,124060,12.3,282.2,45.1
Liquid Bulk,Gasoline,Suezmax,156433,184834,16.2,272.7,46.1
Bulk Gases,Ethylene,LNG Carrier,136147,153257,11.2,289.9,47.3
Bulk Gases,LNG,LPG Carrier,30829,58949,9.9,179.3,31.4
Liquid Bulk,Petroleum Products,LR1 Tanker,66906,71361,12.9,225.9,36.4
Bulk Gases,LPG,Gas Carrier,26883,42506,9.1,169.0,28.5
Liquid Bulk,Fuel Oil,Suezmax,116833,176905,15.0,273.1,48.5
Liquid Bulk,Crude Oil,Suezmax,150417,151378,16.2,278.0,46.7
Bulk Gases,Butane,LPG Carrier,35862,40701,10.4,199.9,29.4
Bulk Gases,Ammonia,LPG Carrier,25891,52896,10.2,186.3,29.2
Dry Bulk,Iron Ore,Handysize,24351,33909,7.8,180.8,31.1
Liquid Bulk,Vegetable Oil,Suezmax,193075,193575,16.5,286.7,46.8
Liquid Bulk,Gasoline,Aframax,125235,125735,14.6,248.4,43.2
Dry Bulk,Clinker,Supramax,53879,62338,11.3,190.7,33.2
Dry Bulk,Coal,Supramax,47124,53786,9.8,199.0,32.5
Dry Bulk,Coal,Supramax,44621,57037,10.7,202.2,32.1
Liquid Bulk,Chemicals,MR Tanker,26425,46333,10.7,184.0,32.0
Dry Bulk,Coal,Capesize,168939,169439,16.1,288.9,45.2
Bulk Gases,Propane,LNG Carrier,158230,158730,12.4,301.0,45.5
Liquid Bulk,Chemicals,Suezmax,162600,191805,16.1,279.9,45.9
Dry Bulk,Grain,Capesize,153762,159071,16.0,296.5,46.0
Bulk Gases,LNG,Gas Carrier,30204,32212,8.9,178.1,28.1
Liquid Bulk,Crude Oil,Suezmax,187307,204579,16.7,277.7,47.0
Dry Bulk,Salt,Capesize,104766,185552,16.8,293.4,44.4
Dry Bulk,Grain,Panamax,78736,95679,13.7,237.3,31.9
Dry Bulk,Steel Products,Handysize,24371,41331,7.5,178.3,30.5
Dry Bulk,Grain,Supramax,43782,54963,9.9,194.6,32.6
Dry Bulk,Steel Products,Capesize,153010,175212,16.5,293.0,44.7
Liquid Bulk,Fuel Oil,Suezmax,148243,148743,15.0,278.4,48.0
Dry Bulk,Salt,Panamax,73768,78850,12.4,232.0,31.8
Dry Bulk,Steel Products,Handysize,10554,38024,7.4,167.6,30.6
Dry Bulk,Salt,Panamax,80233,81941,12.0,234.8,32.0
Dry Bulk,Iron Ore,Handysize,28934,30053,7.9,186.4,30.0
Dry Bulk,Bauxite,Handysize,24576,34386,8.1,177.7,29.8
Dry Bulk,Coal,Capesize,167188,185130,15.3,288.6,45.6
Dry Bulk,Steel Products,Supramax,50865,54376,11.3,203.6,32.8
Dry Bulk,Fertilizer,Handysize,29573,40299,7.8,173.4,29.8
Dry Bulk,Fertilizer,Capesize,140929,192681,16.0,295.2,43.8
Liquid Bulk,Crude Oil,Aframax,108924,117994,14.3,252.0,43.7
Bulk Gases,Ammonia,LNG Carrier,77683,110221,11.9,278.3,45.7
Dry Bulk,Steel Products,Panamax,57025,93327,12.9,218.8,31.9
Dry Bulk,Grain,Panamax,77938,81029,12.7,218.2,31.8
Dry Bulk,Coal,Panamax,88935,89435,13.2,235.9,32.6
Dry Bulk,Coal,Capesize,154728,207117,15.3,288.5,44.9
Dry Bulk,Bauxite,Handysize,20239,39271,7.6,188.0,29.9
Dry Bulk,Coal,Capesize,120002,196575,15.0,269.2,43.5
Dry Bulk,Coal,Supramax,55924,56424,10.8,203.9,31.6
Dry Bulk,Fertilizer,Panamax,79728,97134,13.5,227.2,31.4
Dry Bulk,Steel Products,Handysize,19461,41037,7.3,186.5,28.8
Dry Bulk,Grain,Capesize,184941,185441,16.7,278.0,44.9
Liquid Bulk,Crude Oil,Suezmax,161332,163839,15.9,284.8,46.6
Dry Bulk,Steel Products,Capesize,158097,210794,16.4,289.8,44.6
Dry Bulk,Bauxite,Panamax,82669,105446,12.4,232.6,34.6
Dry Bulk,Clinker,Capesize,152764,224665,15.4,287.0,43.9
Bulk Gases,LNG,Gas Carrier,27125,36075,8.7,162.1,26.8
Liquid Bulk,Petroleum Products,Suezmax,128191,203292,15.5,289.2,49.0
Liquid Bulk,Gasoline,LR1 Tanker,44997,62756,11.8,219.4,34.7
Bulk Gases,LNG,LNG Carrier,150301,169353,12.7,288.6,47.1
Dry Bulk,Iron Ore,Supramax,53219,53719,11.1,204.0,31.6
Liquid Bulk,Vegetable Oil,Aframax,96554,97054,13.3,239.8,41.6
Liquid Bulk,Chemicals,Suezmax,160419,169303,15.4,278.1,47.3
Dry Bulk,Grain,Panamax,48562,85260,12.9,233.3,32.4
Dry Bulk,Cement,Panamax,80098,93093,12.7,236.1,32.0
Dry Bulk,Clinker,Capesize,140718,143793,16.7,283.4,45.0
Liquid Bulk,Chemicals,MR Tanker,46120,54232,11.5,185.7,31.0
Liquid Bulk,Crude Oil,MR Tanker,50011,51662,11.0,166.7,30.9
Dry Bulk,Iron Ore,Handysize,32163,32663,8.6,172.0,30.0
Bulk Gases,LPG,LNG Carrier,99119,151098,12.0,294.5,47.5
Liquid Bulk,Petroleum Products,LR1 Tanker,70945,71445,12.3,223.3,34.6
Liquid Bulk,Fuel Oil,Aframax,97482,99913,14.1,248.2,42.9
Bulk Gases,Propane,Gas Carrier,22695,27196,8.9,158.7,29.0
Bulk Gases,Ethylene,LNG Carrier,101040,135154,12.2,296.5,46.0
Dry Bulk,Iron Ore,Handysize,14259,39200,7.0,170.6,30.3
Dry Bulk,Clinker,Handysize,20409,20909,7.8,159.5,30.8
Dry Bulk,Clinker,Handysize,21107,40000,9.0,178.8,30.6
Bulk Gases,LNG,LNG Carrier,124729,175661,12.5,283.1,45.4
Liquid Bulk,Petroleum Products,Suezmax,122487,176771,16.0,283.4,48.4
Liquid Bulk,Diesel,Suezmax,147911,148411,16.0,273.8,49.1
Bulk Gases,LPG,LNG Carrier,89099,175462,11.7,295.0,47.4
Liquid Bulk,Gasoline,Aframax,106251,109962,13.7,242.3,40.6
Dry Bulk,Steel Products,Panamax,91389,91889,12.6,229.5,30.4
Dry Bulk,Clinker,Supramax,47823,56059,11.4,207.5,31.8
Liquid Bulk,Fuel Oil,Suezmax,135809,140012,15.8,278.7,46.7
Dry Bulk,Salt,Handysize,19392,30834,7.1,181.0,29.9
Liquid Bulk,Fuel Oil,Aframax,100005,111819,13.9,253.6,40.6
Dry Bulk,Grain,Handysize,32458,32958,7.5,182.0,30.0
Dry Bulk,Grain,Supramax,38561,56064,10.9,200.2,32.9
Dry Bulk,Clinker,Handysize,25035,25535,7.1,177.6,29.5
Dry Bulk,Coal,Supramax,47224,58915,10.4,199.3,33.9
Dry Bulk,Iron Ore,Supramax,47017,59757,11.1,195.7,31.3
Liquid Bulk,Petroleum Products,Suezmax,158800,191101,15.4,277.3,48.1
Dry Bulk,Salt,Handysize,23005,26285,7.7,166.8,30.1
Bulk Gases,Propane,LNG Carrier,156075,156575,12.0,292.2,45.7
Bulk Gases,Ammonia,LNG Carrier,111995,126017,12.7,288.8,46.0
Liquid Bulk,Fuel Oil,LR1 Tanker,60213,66523,12.3,236.2,35.4
Dry Bulk,Coal,Handysize,18811,34333,7.3,171.8,30.0
Dry Bulk,Clinker,Supramax,44739,52957,10.3,190.3,31.9
Liquid Bulk,Diesel,Aframax,106910,117585,14.0,249.0,42.0
Liquid Bulk,Petroleum Products,Suezmax,135700,143663,16.2,286.0,48.9
Liquid Bulk,Chemicals,Suezmax,175252,175752,15.7,282.0,47.3
Dry Bulk,Bauxite,Handysize,26470,39002,7.9,165.8,32.0
Dry Bulk,Coal,Supramax,54060,54560,10.7,195.1,32.4
Liquid Bulk,Crude Oil,Aframax,113649,114149,14.3,251.5,44.8
Liquid Bulk,Gasoline,Suezmax,147591,161047,15.5,283.1,48.4
Liquid Bulk,Vegetable Oil,Suezmax,163925,211430,15.8,278.5,47.4
Dry Bulk,Grain,Supramax,45962,54987,10.1,191.5,32.2
Liquid Bulk,Diesel,MR Tanker,31474,51798,9.7,192.8,32.0
Bulk Gases,Ethylene,Gas Carrier,19871,31542,9.4,162.4,28.1
Dry Bulk,Clinker,Handysize,16930,30876,8.2,171.9,29.9
Dry Bulk,Coal,Panamax,78295,99190,11.9,235.2,30.6
Liquid Bulk,Vegetable Oil,LR1 Tanker,69961,79123,12.6,228.1,34.6
Bulk Gases,Ammonia,Gas Carrier,29351,29851,10.2,162.8,30.4
Dry Bulk,Clinker,Panamax,72133,79786,12.6,227.9,32.3
Liquid Bulk,Petroleum Products,LR1 Tanker,51991,68266,13.5,245.2,38.4
Dry Bulk,Clinker,Panamax,75693,97152,12.5,227.4,33.1
Dry Bulk,Cement,Handysize,26604,32598,7.7,185.3,30.9
Liquid Bulk,Chemicals,MR Tanker,32531,45946,10.4,186.0,32.8
Liquid Bulk,Chemicals,Suezmax,149732,150232,16.8,277.6,48.9
Dry Bulk,Grain,Handysize,20478,27874,8.0,179.0,29.2
Liquid Bulk,Petroleum Products,Suezmax,150793,155368,16.0,268.6,47.5
Dry Bulk,Bauxite,Supramax,47858,53591,10.5,192.9,32.0
Liquid Bulk,Gasoline,Suezmax,152753,181161,16.0,270.3,47.6
Liquid Bulk,Chemicals,Suezmax,176527,202797,16.0,279.2,49.3
Dry Bulk,Coal,Panamax,69866,85446,12.1,247.7,32.5
Liquid Bulk,Diesel,Aframax,95819,121440,15.0,238.8,40.4
Bulk Gases,Propane,Gas Carrier,20556,23618,9.3,185.0,28.2
Bulk Gases,LPG,LPG Carrier,31916,41008,9.7,179.5,28.3
Liquid Bulk,Petroleum Products,LR1 Tanker,56895,57395,13.1,231.1,36.5
Bulk Gases,LNG,LPG Carrier,14143,51030,10.1,160.5,29.6
Bulk Gases,Ammonia,LNG Carrier,110951,112637,11.0,295.0,44.7
Dry Bulk,Coal,Supramax,59015,59515,11.1,201.2,33.3
Bulk Gases,LPG,Gas Carrier,41250,41750,9.5,161.8,29.5
Liquid Bulk,Fuel Oil,MR Tanker,40315,54764,11.4,187.7,33.0
Liquid Bulk,Petroleum Products,Aframax,94717,105644,14.2,248.6,42.4
Dry Bulk,Grain,Panamax,84647,97848,12.7,232.9,34.2
Dry Bulk,Fertilizer,Handysize,29229,29729,7.0,185.1,30.0
Dry Bulk,Iron Ore,Handysize,22219,29723,7.6,174.9,28.9
Dry Bulk,Cement,Handysize,19213,24217,7.2,182.5,29.5
Dry Bulk,Clinker,Panamax,77709,98601,12.3,228.5,34.1
Bulk Gases,LNG,LPG Carrier,12611,45162,10.6,185.5,28.7
